product_concept_key,product_name,core_family,predicate,object_type,object_name,source_field,evidence_excerpt,source_url,review_status,display_label,relation_layer,generation_method
CANDLEFI::香氛蜡烛无花果,香氛蜡烛-无花果,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,控制燃烧时长,usage_tips_text,-第一次燃烧蜡烛时，请确保持续燃烧2-3小时，使蜡烛表面完全液化，以防止烛芯周围的蜡面凹陷。,https://www.diptyque-cn.com/p/bougie-figuier-190-remavp.html,approved,保养,fact,controlled_source_pattern
CANDLEFI::香氛蜡烛无花果,香氛蜡烛-无花果,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,无人照看警示,caracteristics_text,-请勿将燃烧中的蜡烛遗留在无人照看的场所。,https://www.diptyque-cn.com/p/bougie-figuier-190-remavp.html,approved,保养,fact,controlled_source_pattern
CANDLEFI::香氛蜡烛无花果,香氛蜡烛-无花果,家居香氛,SERVES_NEED,UserNeed,空间氛围,product_form,已审核本体规则：家居香氛 / 经典香氛蜡烛 -> 空间氛围,https://www.diptyque-cn.com/p/bougie-figuier-190-remavp.html,derived_from_approved_rule,需求,derived_intent,controlled_ontology_rule
CANDLEFIV2::中号香氛蜡烛无花果,中号香氛蜡烛-无花果,家居香氛,HAS_FUNCTION,Function,留香,pdp_short_description,地中海边宽广的无花果树林散发出阵阵木质香气。正午的太阳与暖风带来浓郁的树木气息，还伴随着清新的无花果实的香气。,https://www.diptyque-cn.com/p/bougie-figuier-verte-remavp.html,approved,功能,fact,controlled_source_pattern
CANDLEFIV2::中号香氛蜡烛无花果,中号香氛蜡烛-无花果,家居香氛,HAS_SCENE,UseScene,中大型房间,caracteristics_text,-适合中型及大型房间 -香气渐进而持久（约20分钟后达到理想效果）。,https://www.diptyque-cn.com/p/bougie-figuier-verte-remavp.html,approved,场景,fact,controlled_source_pattern
CANDLEFIV2::中号香氛蜡烛无花果,中号香氛蜡烛-无花果,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,首次燃烧,usage_tips_text,-第一次燃烧蜡烛时，请确保持续燃烧2-3小时，使蜡烛表面完全液化，以防止烛芯周围的蜡面凹陷。,https://www.diptyque-cn.com/p/bougie-figuier-verte-remavp.html,approved,保养,fact,controlled_source_pattern
CANDLEFIV2::中号香氛蜡烛无花果,中号香氛蜡烛-无花果,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,修剪烛芯,usage_tips_text,-用烛芯修剪器定期修剪烛芯至3-5mm的理想长度。 -请确保在每次使用后蜡烛后都将烛芯调整至直立状态并处于中央位置，以确保蜡烛均匀燃烧。,https://www.diptyque-cn.com/p/bougie-figuier-verte-remavp.html,approved,保养,fact,controlled_source_pattern
CANDLEFIV2::中号香氛蜡烛无花果,中号香氛蜡烛-无花果,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,控制燃烧时长,usage_tips_text,-第一次燃烧蜡烛时，请确保持续燃烧2-3小时，使蜡烛表面完全液化，以防止烛芯周围的蜡面凹陷。,https://www.diptyque-cn.com/p/bougie-figuier-verte-remavp.html,approved,保养,fact,controlled_source_pattern
CANDLEFIV2::中号香氛蜡烛无花果,中号香氛蜡烛-无花果,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,无人照看警示,caracteristics_text,-请勿将燃烧中的蜡烛遗留在无人照看的场所。,https://www.diptyque-cn.com/p/bougie-figuier-verte-remavp.html,approved,保养,fact,controlled_source_pattern
CANDLEFIV2::中号香氛蜡烛无花果,中号香氛蜡烛-无花果,家居香氛,HAS_FUNCTION,Function,扩香,product_form,已审核本体规则：家居香氛 / 中号香氛蜡烛 -> 扩香,https://www.diptyque-cn.com/p/bougie-figuier-verte-remavp.html,derived_from_approved_rule,功能,derived_intent,controlled_ontology_rule
CANDLEFIV2::中号香氛蜡烛无花果,中号香氛蜡烛-无花果,家居香氛,SERVES_NEED,UserNeed,空间氛围,product_form,已审核本体规则：家居香氛 / 中号香氛蜡烛 -> 空间氛围,https://www.diptyque-cn.com/p/bougie-figuier-verte-remavp.html,derived_from_approved_rule,需求,derived_intent,controlled_ontology_rule
CANDLEFL::迷你香氛蜡烛薰衣草,迷你香氛蜡烛-薰衣草,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,首次燃烧,usage_tips_text,-第一次燃烧蜡烛时，请确保持续燃烧2-3小时，使蜡烛表面完全液化，以防止烛芯周围的蜡面凹陷。,https://www.diptyque-cn.com/p/feuille-de-lavande-lavender-leaf-small-candle-1.html,approved,保养,fact,controlled_source_pattern
CANDLEFL::迷你香氛蜡烛薰衣草,迷你香氛蜡烛-薰衣草,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,修剪烛芯,usage_tips_text,-用烛芯修剪器定期修剪烛芯至3-5mm的理想长度。 -请确保在每次使用后蜡烛后都将烛芯调整至直立状态并处于中央位置，以确保蜡烛均匀燃烧。,https://www.diptyque-cn.com/p/feuille-de-lavande-lavender-leaf-small-candle-1.html,approved,保养,fact,controlled_source_pattern
CANDLEFL::迷你香氛蜡烛薰衣草,迷你香氛蜡烛-薰衣草,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,控制燃烧时长,usage_tips_text,-第一次燃烧蜡烛时，请确保持续燃烧2-3小时，使蜡烛表面完全液化，以防止烛芯周围的蜡面凹陷。,https://www.diptyque-cn.com/p/feuille-de-lavande-lavender-leaf-small-candle-1.html,approved,保养,fact,controlled_source_pattern
CANDLEFL::迷你香氛蜡烛薰衣草,迷你香氛蜡烛-薰衣草,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,无人照看警示,caracteristics_text,-请勿将燃烧中的蜡烛遗留在无人照看的场所。,https://www.diptyque-cn.com/p/feuille-de-lavande-lavender-leaf-small-candle-1.html,approved,保养,fact,controlled_source_pattern
CANDLEFL::迷你香氛蜡烛薰衣草,迷你香氛蜡烛-薰衣草,家居香氛,HAS_FUNCTION,Function,扩香,product_form,已审核本体规则：家居香氛 / 迷你香氛蜡烛 -> 扩香,https://www.diptyque-cn.com/p/feuille-de-lavande-lavender-leaf-small-candle-1.html,derived_from_approved_rule,功能,derived_intent,controlled_ontology_rule
CANDLEFL::迷你香氛蜡烛薰衣草,迷你香氛蜡烛-薰衣草,家居香氛,SERVES_NEED,UserNeed,空间氛围,product_form,已审核本体规则：家居香氛 / 迷你香氛蜡烛 -> 空间氛围,https://www.diptyque-cn.com/p/feuille-de-lavande-lavender-leaf-small-candle-1.html,derived_from_approved_rule,需求,derived_intent,controlled_ontology_rule
CANDLEFL::香氛蜡烛薰衣草,香氛蜡烛-薰衣草,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,首次燃烧,usage_tips_text,-第一次燃烧蜡烛时，请确保持续燃烧2-3小时，使蜡烛表面完全液化，以防止烛芯周围的蜡面凹陷。,https://www.diptyque-cn.com/p/bougie-feuille-de-lavande-190g-1-remavp.html,approved,保养,fact,controlled_source_pattern
CANDLEFL::香氛蜡烛薰衣草,香氛蜡烛-薰衣草,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,修剪烛芯,usage_tips_text,-用烛芯修剪器定期修剪烛芯至3-5mm的理想长度。 -请确保在每次使用后蜡烛后都将烛芯调整至直立状态并处于中央位置，以确保蜡烛均匀燃烧。,https://www.diptyque-cn.com/p/bougie-feuille-de-lavande-190g-1-remavp.html,approved,保养,fact,controlled_source_pattern
CANDLEFL::香氛蜡烛薰衣草,香氛蜡烛-薰衣草,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,控制燃烧时长,usage_tips_text,-第一次燃烧蜡烛时，请确保持续燃烧2-3小时，使蜡烛表面完全液化，以防止烛芯周围的蜡面凹陷。,https://www.diptyque-cn.com/p/bougie-feuille-de-lavande-190g-1-remavp.html,approved,保养,fact,controlled_source_pattern
CANDLEFL::香氛蜡烛薰衣草,香氛蜡烛-薰衣草,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,无人照看警示,caracteristics_text,-请勿将燃烧中的蜡烛遗留在无人照看的场所。,https://www.diptyque-cn.com/p/bougie-feuille-de-lavande-190g-1-remavp.html,approved,保养,fact,controlled_source_pattern
CANDLEFL::香氛蜡烛薰衣草,香氛蜡烛-薰衣草,家居香氛,HAS_FUNCTION,Function,扩香,product_form,已审核本体规则：家居香氛 / 经典香氛蜡烛 -> 扩香,https://www.diptyque-cn.com/p/bougie-feuille-de-lavande-190g-1-remavp.html,derived_from_approved_rule,功能,derived_intent,controlled_ontology_rule
CANDLEFL::香氛蜡烛薰衣草,香氛蜡烛-薰衣草,家居香氛,SERVES_NEED,UserNeed,空间氛围,product_form,已审核本体规则：家居香氛 / 经典香氛蜡烛 -> 空间氛围,https://www.diptyque-cn.com/p/bougie-feuille-de-lavande-190g-1-remavp.html,derived_from_approved_rule,需求,derived_intent,controlled_ontology_rule
CANDLEFR::迷你香氛蜡烛小苍兰,迷你香氛蜡烛-小苍兰,家居香氛,HAS_FUNCTION,Function,留香,pdp_long_description,烛芯点燃，每朵都散发着各自的香气。,https://www.diptyque-cn.com/p/freesia-mini-candle-1.html,approved,功能,fact,controlled_source_pattern
CANDLEFR::迷你香氛蜡烛小苍兰,迷你香氛蜡烛-小苍兰,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,首次燃烧,usage_tips_text,-第一次燃烧蜡烛时，请确保持续燃烧2-3小时，使蜡烛表面完全液化，以防止烛芯周围的蜡面凹陷。,https://www.diptyque-cn.com/p/freesia-mini-candle-1.html,approved,保养,fact,controlled_source_pattern
CANDLEFR::迷你香氛蜡烛小苍兰,迷你香氛蜡烛-小苍兰,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,修剪烛芯,usage_tips_text,-用烛芯修剪器定期修剪烛芯至3-5mm的理想长度。 -请确保在每次使用后蜡烛后都将烛芯调整至直立状态并处于中央位置，以确保蜡烛均匀燃烧。,https://www.diptyque-cn.com/p/freesia-mini-candle-1.html,approved,保养,fact,controlled_source_pattern
CANDLEFR::迷你香氛蜡烛小苍兰,迷你香氛蜡烛-小苍兰,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,控制燃烧时长,usage_tips_text,-第一次燃烧蜡烛时，请确保持续燃烧2-3小时，使蜡烛表面完全液化，以防止烛芯周围的蜡面凹陷。,https://www.diptyque-cn.com/p/freesia-mini-candle-1.html,approved,保养,fact,controlled_source_pattern
CANDLEFR::迷你香氛蜡烛小苍兰,迷你香氛蜡烛-小苍兰,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,无人照看警示,caracteristics_text,-请勿将燃烧中的蜡烛遗留在无人照看的场所。,https://www.diptyque-cn.com/p/freesia-mini-candle-1.html,approved,保养,fact,controlled_source_pattern
CANDLEFR::迷你香氛蜡烛小苍兰,迷你香氛蜡烛-小苍兰,家居香氛,HAS_FUNCTION,Function,扩香,product_form,已审核本体规则：家居香氛 / 迷你香氛蜡烛 -> 扩香,https://www.diptyque-cn.com/p/freesia-mini-candle-1.html,derived_from_approved_rule,功能,derived_intent,controlled_ontology_rule
CANDLEFR::迷你香氛蜡烛小苍兰,迷你香氛蜡烛-小苍兰,家居香氛,SERVES_NEED,UserNeed,空间氛围,product_form,已审核本体规则：家居香氛 / 迷你香氛蜡烛 -> 空间氛围,https://www.diptyque-cn.com/p/freesia-mini-candle-1.html,derived_from_approved_rule,需求,derived_intent,controlled_ontology_rule
CANDLEFR::香氛蜡烛小苍兰,香氛蜡烛-小苍兰,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,首次燃烧,usage_tips_text,-第一次燃烧蜡烛时，请确保持续燃烧2-3小时，使蜡烛表面完全液化，以防止烛芯周围的蜡面凹陷。,https://www.diptyque-cn.com/p/freesia-candle-1-remavp.html,approved,保养,fact,controlled_source_pattern
CANDLEFR::香氛蜡烛小苍兰,香氛蜡烛-小苍兰,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,修剪烛芯,usage_tips_text,-用烛芯修剪器定期修剪烛芯至3-5mm的理想长度。 -请确保在每次使用后蜡烛后都将烛芯调整至直立状态并处于中央位置，以确保蜡烛均匀燃烧。,https://www.diptyque-cn.com/p/freesia-candle-1-remavp.html,approved,保养,fact,controlled_source_pattern
CANDLEFR::香氛蜡烛小苍兰,香氛蜡烛-小苍兰,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,控制燃烧时长,usage_tips_text,-第一次燃烧蜡烛时，请确保持续燃烧2-3小时，使蜡烛表面完全液化，以防止烛芯周围的蜡面凹陷。,https://www.diptyque-cn.com/p/freesia-candle-1-remavp.html,approved,保养,fact,controlled_source_pattern
CANDLEFR::香氛蜡烛小苍兰,香氛蜡烛-小苍兰,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,无人照看警示,caracteristics_text,-请勿将燃烧中的蜡烛遗留在无人照看的场所。,https://www.diptyque-cn.com/p/freesia-candle-1-remavp.html,approved,保养,fact,controlled_source_pattern
CANDLEFR::香氛蜡烛小苍兰,香氛蜡烛-小苍兰,家居香氛,HAS_FUNCTION,Function,扩香,product_form,已审核本体规则：家居香氛 / 经典香氛蜡烛 -> 扩香,https://www.diptyque-cn.com/p/freesia-candle-1-remavp.html,derived_from_approved_rule,功能,derived_intent,controlled_ontology_rule
CANDLEFR::香氛蜡烛小苍兰,香氛蜡烛-小苍兰,家居香氛,SERVES_NEED,UserNeed,空间氛围,product_form,已审核本体规则：家居香氛 / 经典香氛蜡烛 -> 空间氛围,https://www.diptyque-cn.com/p/freesia-candle-1-remavp.html,derived_from_approved_rule,需求,derived_intent,controlled_ontology_rule
CANDLEGA1::香氛蜡烛栀子花,香氛蜡烛-栀子花,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,首次燃烧,usage_tips_text,-第一次燃烧蜡烛时，请确保持续燃烧2-3小时，使蜡烛表面完全液化，以防止烛芯周围的蜡面凹陷。,https://www.diptyque-cn.com/p/gardenia-candle-remavp.html,approved,保养,fact,controlled_source_pattern
CANDLEGA1::香氛蜡烛栀子花,香氛蜡烛-栀子花,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,修剪烛芯,usage_tips_text,-用烛芯修剪器定期修剪烛芯至3-5mm的理想长度。 -请确保在每次使用后蜡烛后都将烛芯调整至直立状态并处于中央位置，以确保蜡烛均匀燃烧。,https://www.diptyque-cn.com/p/gardenia-candle-remavp.html,approved,保养,fact,controlled_source_pattern
CANDLEGA1::香氛蜡烛栀子花,香氛蜡烛-栀子花,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,控制燃烧时长,usage_tips_text,-第一次燃烧蜡烛时，请确保持续燃烧2-3小时，使蜡烛表面完全液化，以防止烛芯周围的蜡面凹陷。,https://www.diptyque-cn.com/p/gardenia-candle-remavp.html,approved,保养,fact,controlled_source_pattern
CANDLEGA1::香氛蜡烛栀子花,香氛蜡烛-栀子花,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,无人照看警示,caracteristics_text,-请勿将燃烧中的蜡烛遗留在无人照看的场所。,https://www.diptyque-cn.com/p/gardenia-candle-remavp.html,approved,保养,fact,controlled_source_pattern
CANDLEGA1::香氛蜡烛栀子花,香氛蜡烛-栀子花,家居香氛,HAS_FUNCTION,Function,扩香,product_form,已审核本体规则：家居香氛 / 经典香氛蜡烛 -> 扩香,https://www.diptyque-cn.com/p/gardenia-candle-remavp.html,derived_from_approved_rule,功能,derived_intent,controlled_ontology_rule
CANDLEGA1::香氛蜡烛栀子花,香氛蜡烛-栀子花,家居香氛,SERVES_NEED,UserNeed,空间氛围,product_form,已审核本体规则：家居香氛 / 经典香氛蜡烛 -> 空间氛围,https://www.diptyque-cn.com/p/gardenia-candle-remavp.html,derived_from_approved_rule,需求,derived_intent,controlled_ontology_rule
CANDLEGR1::香氛蜡烛玫瑰天竺葵,香氛蜡烛-玫瑰天竺葵,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,首次燃烧,usage_tips_text,-第一次燃烧蜡烛时，请确保持续燃烧2-3小时，使蜡烛表面完全液化，以防止烛芯周围的蜡面凹陷。,https://www.diptyque-cn.com/p/rose-geranium-candle-remavp.html,approved,保养,fact,controlled_source_pattern
CANDLEGR1::香氛蜡烛玫瑰天竺葵,香氛蜡烛-玫瑰天竺葵,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,修剪烛芯,usage_tips_text,-用烛芯修剪器定期修剪烛芯至3-5mm的理想长度。 -请确保在每次使用后蜡烛后都将烛芯调整至直立状态并处于中央位置，以确保蜡烛均匀燃烧。,https://www.diptyque-cn.com/p/rose-geranium-candle-remavp.html,approved,保养,fact,controlled_source_pattern
CANDLEGR1::香氛蜡烛玫瑰天竺葵,香氛蜡烛-玫瑰天竺葵,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,控制燃烧时长,usage_tips_text,-第一次燃烧蜡烛时，请确保持续燃烧2-3小时，使蜡烛表面完全液化，以防止烛芯周围的蜡面凹陷。,https://www.diptyque-cn.com/p/rose-geranium-candle-remavp.html,approved,保养,fact,controlled_source_pattern
CANDLEGR1::香氛蜡烛玫瑰天竺葵,香氛蜡烛-玫瑰天竺葵,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,无人照看警示,caracteristics_text,-请勿将燃烧中的蜡烛遗留在无人照看的场所。,https://www.diptyque-cn.com/p/rose-geranium-candle-remavp.html,approved,保养,fact,controlled_source_pattern
CANDLEGR1::香氛蜡烛玫瑰天竺葵,香氛蜡烛-玫瑰天竺葵,家居香氛,HAS_FUNCTION,Function,扩香,product_form,已审核本体规则：家居香氛 / 经典香氛蜡烛 -> 扩香,https://www.diptyque-cn.com/p/rose-geranium-candle-remavp.html,derived_from_approved_rule,功能,derived_intent,controlled_ontology_rule
CANDLEGR1::香氛蜡烛玫瑰天竺葵,香氛蜡烛-玫瑰天竺葵,家居香氛,SERVES_NEED,UserNeed,空间氛围,product_form,已审核本体规则：家居香氛 / 经典香氛蜡烛 -> 空间氛围,https://www.diptyque-cn.com/p/rose-geranium-candle-remavp.html,derived_from_approved_rule,需求,derived_intent,controlled_ontology_rule
CANDLEGV1::香氛蜡烛杜松,香氛蜡烛-杜松,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,首次燃烧,usage_tips_text,-第一次燃烧蜡烛时，请确保持续燃烧2-3小时，使蜡烛表面完全液化，以防止烛芯周围的蜡面凹陷。,https://www.diptyque-cn.com/p/juniper-candle-remavp.html,approved,保养,fact,controlled_source_pattern
CANDLEGV1::香氛蜡烛杜松,香氛蜡烛-杜松,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,修剪烛芯,usage_tips_text,-用烛芯修剪器定期修剪烛芯至3-5mm的理想长度。 -请确保在每次使用后蜡烛后都将烛芯调整至直立状态并处于中央位置，以确保蜡烛均匀燃烧。,https://www.diptyque-cn.com/p/juniper-candle-remavp.html,approved,保养,fact,controlled_source_pattern
CANDLEGV1::香氛蜡烛杜松,香氛蜡烛-杜松,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,控制燃烧时长,usage_tips_text,-第一次燃烧蜡烛时，请确保持续燃烧2-3小时，使蜡烛表面完全液化，以防止烛芯周围的蜡面凹陷。,https://www.diptyque-cn.com/p/juniper-candle-remavp.html,approved,保养,fact,controlled_source_pattern
CANDLEGV1::香氛蜡烛杜松,香氛蜡烛-杜松,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,无人照看警示,caracteristics_text,-请勿将燃烧中的蜡烛遗留在无人照看的场所。,https://www.diptyque-cn.com/p/juniper-candle-remavp.html,approved,保养,fact,controlled_source_pattern
CANDLEGV1::香氛蜡烛杜松,香氛蜡烛-杜松,家居香氛,HAS_FUNCTION,Function,扩香,product_form,已审核本体规则：家居香氛 / 经典香氛蜡烛 -> 扩香,https://www.diptyque-cn.com/p/juniper-candle-remavp.html,derived_from_approved_rule,功能,derived_intent,controlled_ontology_rule
CANDLEGV1::香氛蜡烛杜松,香氛蜡烛-杜松,家居香氛,SERVES_NEED,UserNeed,空间氛围,product_form,已审核本体规则：家居香氛 / 经典香氛蜡烛 -> 空间氛围,https://www.diptyque-cn.com/p/juniper-candle-remavp.html,derived_from_approved_rule,需求,derived_intent,controlled_ontology_rule
CANDLEI1::香氛蜡烛鸢尾,香氛蜡烛-鸢尾,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,首次燃烧,usage_tips_text,-第一次燃烧蜡烛时，请确保持续燃烧2-3小时，使蜡烛表面完全液化，以防止烛芯周围的蜡面凹陷。,https://www.diptyque-cn.com/p/iris-candle-remavp.html,approved,保养,fact,controlled_source_pattern
CANDLEI1::香氛蜡烛鸢尾,香氛蜡烛-鸢尾,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,修剪烛芯,usage_tips_text,-用烛芯修剪器定期修剪烛芯至3-5mm的理想长度。 -请确保在每次使用后蜡烛后都将烛芯调整至直立状态并处于中央位置，以确保蜡烛均匀燃烧。,https://www.diptyque-cn.com/p/iris-candle-remavp.html,approved,保养,fact,controlled_source_pattern
CANDLEI1::香氛蜡烛鸢尾,香氛蜡烛-鸢尾,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,控制燃烧时长,usage_tips_text,-第一次燃烧蜡烛时，请确保持续燃烧2-3小时，使蜡烛表面完全液化，以防止烛芯周围的蜡面凹陷。,https://www.diptyque-cn.com/p/iris-candle-remavp.html,approved,保养,fact,controlled_source_pattern
CANDLEI1::香氛蜡烛鸢尾,香氛蜡烛-鸢尾,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,无人照看警示,caracteristics_text,-请勿将燃烧中的蜡烛遗留在无人照看的场所。,https://www.diptyque-cn.com/p/iris-candle-remavp.html,approved,保养,fact,controlled_source_pattern
CANDLEI1::香氛蜡烛鸢尾,香氛蜡烛-鸢尾,家居香氛,HAS_FUNCTION,Function,扩香,product_form,已审核本体规则：家居香氛 / 经典香氛蜡烛 -> 扩香,https://www.diptyque-cn.com/p/iris-candle-remavp.html,derived_from_approved_rule,功能,derived_intent,controlled_ontology_rule
CANDLEI1::香氛蜡烛鸢尾,香氛蜡烛-鸢尾,家居香氛,SERVES_NEED,UserNeed,空间氛围,product_form,已审核本体规则：家居香氛 / 经典香氛蜡烛 -> 空间氛围,https://www.diptyque-cn.com/p/iris-candle-remavp.html,derived_from_approved_rule,需求,derived_intent,controlled_ontology_rule
CANDLEJA::迷你香氛蜡烛茉莉,迷你香氛蜡烛-茉莉,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,首次燃烧,usage_tips_text,-第一次燃烧蜡烛时，请确保持续燃烧2-3小时，使蜡烛表面完全液化，以防止烛芯周围的蜡面凹陷。,https://www.diptyque-cn.com/p/jasmin-mini-candle.html,approved,保养,fact,controlled_source_pattern
CANDLEJA::迷你香氛蜡烛茉莉,迷你香氛蜡烛-茉莉,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,修剪烛芯,usage_tips_text,-用烛芯修剪器定期修剪烛芯至3-5mm的理想长度。 -请确保在每次使用后蜡烛后都将烛芯调整至直立状态并处于中央位置，以确保蜡烛均匀燃烧。,https://www.diptyque-cn.com/p/jasmin-mini-candle.html,approved,保养,fact,controlled_source_pattern
CANDLEJA::迷你香氛蜡烛茉莉,迷你香氛蜡烛-茉莉,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,控制燃烧时长,usage_tips_text,-第一次燃烧蜡烛时，请确保持续燃烧2-3小时，使蜡烛表面完全液化，以防止烛芯周围的蜡面凹陷。,https://www.diptyque-cn.com/p/jasmin-mini-candle.html,approved,保养,fact,controlled_source_pattern
CANDLEJA::迷你香氛蜡烛茉莉,迷你香氛蜡烛-茉莉,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,无人照看警示,caracteristics_text,-请勿将燃烧中的蜡烛遗留在无人照看的场所。,https://www.diptyque-cn.com/p/jasmin-mini-candle.html,approved,保养,fact,controlled_source_pattern
CANDLEJA::迷你香氛蜡烛茉莉,迷你香氛蜡烛-茉莉,家居香氛,HAS_FUNCTION,Function,扩香,product_form,已审核本体规则：家居香氛 / 迷你香氛蜡烛 -> 扩香,https://www.diptyque-cn.com/p/jasmin-mini-candle.html,derived_from_approved_rule,功能,derived_intent,controlled_ontology_rule
CANDLEJA::迷你香氛蜡烛茉莉,迷你香氛蜡烛-茉莉,家居香氛,SERVES_NEED,UserNeed,空间氛围,product_form,已审核本体规则：家居香氛 / 迷你香氛蜡烛 -> 空间氛围,https://www.diptyque-cn.com/p/jasmin-mini-candle.html,derived_from_approved_rule,需求,derived_intent,controlled_ontology_rule
CANDLEJA::香氛蜡烛茉莉,香氛蜡烛-茉莉,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,首次燃烧,usage_tips_text,-第一次燃烧蜡烛时，请确保持续燃烧2-3小时，使蜡烛表面完全液化，以防止烛芯周围的蜡面凹陷。,https://www.diptyque-cn.com/p/bougie-jasmin-190g-remavp.html,approved,保养,fact,controlled_source_pattern
CANDLEJA::香氛蜡烛茉莉,香氛蜡烛-茉莉,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,修剪烛芯,usage_tips_text,-用烛芯修剪器定期修剪烛芯至3-5mm的理想长度。 -请确保在每次使用后蜡烛后都将烛芯调整至直立状态并处于中央位置，以确保蜡烛均匀燃烧。,https://www.diptyque-cn.com/p/bougie-jasmin-190g-remavp.html,approved,保养,fact,controlled_source_pattern
CANDLEJA::香氛蜡烛茉莉,香氛蜡烛-茉莉,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,控制燃烧时长,usage_tips_text,-第一次燃烧蜡烛时，请确保持续燃烧2-3小时，使蜡烛表面完全液化，以防止烛芯周围的蜡面凹陷。,https://www.diptyque-cn.com/p/bougie-jasmin-190g-remavp.html,approved,保养,fact,controlled_source_pattern
CANDLEJA::香氛蜡烛茉莉,香氛蜡烛-茉莉,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,无人照看警示,caracteristics_text,-请勿将燃烧中的蜡烛遗留在无人照看的场所。,https://www.diptyque-cn.com/p/bougie-jasmin-190g-remavp.html,approved,保养,fact,controlled_source_pattern
CANDLEJA::香氛蜡烛茉莉,香氛蜡烛-茉莉,家居香氛,HAS_FUNCTION,Function,扩香,product_form,已审核本体规则：家居香氛 / 经典香氛蜡烛 -> 扩香,https://www.diptyque-cn.com/p/bougie-jasmin-190g-remavp.html,derived_from_approved_rule,功能,derived_intent,controlled_ontology_rule
CANDLEJA::香氛蜡烛茉莉,香氛蜡烛-茉莉,家居香氛,SERVES_NEED,UserNeed,空间氛围,product_form,已审核本体规则：家居香氛 / 经典香氛蜡烛 -> 空间氛围,https://www.diptyque-cn.com/p/bougie-jasmin-190g-remavp.html,derived_from_approved_rule,需求,derived_intent,controlled_ontology_rule
CANDLEJG2::香氛蜡烛约翰迦利诺,香氛蜡烛-约翰迦利诺,家居香氛,HAS_SCENE,UseScene,旅行,pdp_short_description,这种香氛总能让人联想到冒险与旅行。,https://www.diptyque-cn.com/p/john-galliano-candle-remavp.html,approved,场景,fact,controlled_source_pattern
CANDLEJG2::香氛蜡烛约翰迦利诺,香氛蜡烛-约翰迦利诺,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,首次燃烧,usage_tips_text,-第一次燃烧蜡烛时，请确保持续燃烧2-3小时，使蜡烛表面完全液化，以防止烛芯周围的蜡面凹陷。,https://www.diptyque-cn.com/p/john-galliano-candle-remavp.html,approved,保养,fact,controlled_source_pattern
CANDLEJG2::香氛蜡烛约翰迦利诺,香氛蜡烛-约翰迦利诺,家居香氛,HAS_CARE_INSTRUCTION,CareInstruction,修剪烛芯,usage_tips_text,-用烛芯修剪器定期修剪烛芯至3-5mm的理想长度。 -请确保在每次使用后蜡烛后都将烛芯调整至直立状态并处于中央位置，以确保蜡烛均匀燃烧。,https://www.diptyque-cn.com/p/john-galliano-candle-remavp.html,approved,保养,fact,controlled_source_pattern
