legacy_source,legacy_target,legacy_edge_type,legacy_source_type,legacy_target_type,action,new_source,new_target,new_predicate,reason
collection:琥珀,product:CANDLETAPCDLB1B::琥珀烛台香氛蜡烛,HAS_PRODUCT,CollectionOrScent,Product,replace_and_reverse,product:CANDLETAPCDLB1B,scent:home:8804ae0c4c63,HAS_SCENT,Approved ProductConcept -> ScentIdentity fact replaces legacy collection parent edge.
collection:琥珀,product:CAPSULES::琥珀电子扩香器香氛补充包,HAS_PRODUCT,CollectionOrScent,Product,replace_and_reverse,product:CAPSULES:e008d5a6d3,scent:home:8804ae0c4c63,HAS_SCENT,Approved ProductConcept -> ScentIdentity fact replaces legacy collection parent edge.
collection:琥珀,product:HOMERSP::琥珀室内喷雾,HAS_PRODUCT,CollectionOrScent,Product,replace_and_reverse,product:HOMERSP:281d331eae,scent:home:8804ae0c4c63,HAS_SCENT,Approved ProductConcept -> ScentIdentity fact replaces legacy collection parent edge.
collection:琥珀,product:concept::家居香氛::室内扩香摆件::琥珀室内扩香摆件补充瓶,HAS_PRODUCT,CollectionOrScent,Product,replace_and_reverse,product:HOMEREEDREFILL2L1,scent:home:8804ae0c4c63,HAS_SCENT,Approved ProductConcept -> ScentIdentity fact replaces legacy collection parent edge.
collection:生姜,product:CAPSULES3::生姜扩香器香氛补充包,HAS_PRODUCT,CollectionOrScent,Product,replace_and_reverse,product:CAPSULES3,scent:home:75c3136d0e43,HAS_SCENT,Approved ProductConcept -> ScentIdentity fact replaces legacy collection parent edge.
collection:生姜,product:HOMEHGFOCARB2F::生姜扩香精,HAS_PRODUCT,CollectionOrScent,Product,replace_and_reverse,product:HOMEHGFOCARB2F,scent:home:75c3136d0e43,HAS_SCENT,Approved ProductConcept -> ScentIdentity fact replaces legacy collection parent edge.
collection:生姜,product:HOMERSP2::生姜室内喷雾,HAS_PRODUCT,CollectionOrScent,Product,replace_and_reverse,product:HOMERSP2,scent:home:75c3136d0e43,HAS_SCENT,Approved ProductConcept -> ScentIdentity fact replaces legacy collection parent edge.
collection:生姜,product:HOMERSP7::生姜扩香精补充瓶,HAS_PRODUCT,CollectionOrScent,Product,replace_and_reverse,product:HOMERSP7,scent:home:75c3136d0e43,HAS_SCENT,Approved ProductConcept -> ScentIdentity fact replaces legacy collection parent edge.
collection:纸上,product:BODYGEL4::纸上洁肤露,HAS_PRODUCT,CollectionOrScent,Product,replace_and_reverse,product:BODYGEL4,scent:signature:a4b1e7540ff6,HAS_SCENT,Approved ProductConcept -> ScentIdentity fact replaces legacy collection parent edge.
collection:纸上,product:EDTPAPIER::纸上淡香水,HAS_PRODUCT,CollectionOrScent,Product,replace_and_reverse,product:EDTPAPIER,scent:signature:a4b1e7540ff6,HAS_SCENT,Approved ProductConcept -> ScentIdentity fact replaces legacy collection parent edge.
collection:纸上,product:HAIRMIST6::纸上发香喷雾,HAS_PRODUCT,CollectionOrScent,Product,replace_and_reverse,product:HAIRMIST6,scent:signature:a4b1e7540ff6,HAS_SCENT,Approved ProductConcept -> ScentIdentity fact replaces legacy collection parent edge.
collection:肌肤之花,product:BODYGEL3::肌肤之花洁肤露,HAS_PRODUCT,CollectionOrScent,Product,replace_and_reverse,product:BODYGEL3,scent:signature:6acc04e82ce4,HAS_SCENT,Approved ProductConcept -> ScentIdentity fact replaces legacy collection parent edge.
collection:肌肤之花,product:DIPXM25LARGEEDPFL::典藏版肌肤之花淡香精,HAS_PRODUCT,CollectionOrScent,Product,replace_and_reverse,product:DIPXM25LARGEEDPFL,scent:signature:6acc04e82ce4,HAS_SCENT,Approved ProductConcept -> ScentIdentity fact replaces legacy collection parent edge.
collection:肌肤之花,product:EDPFLEURP75C::肌肤之花淡香精,HAS_PRODUCT,CollectionOrScent,Product,replace_and_reverse,product:EDPFLEURP75C,scent:signature:6acc04e82ce4,HAS_SCENT,Approved ProductConcept -> ScentIdentity fact replaces legacy collection parent edge.
collection:肌肤之花,product:EDTFLEUR::肌肤之花淡香水,HAS_PRODUCT,CollectionOrScent,Product,replace_and_reverse,product:EDTFLEUR,scent:signature:6acc04e82ce4,HAS_SCENT,Approved ProductConcept -> ScentIdentity fact replaces legacy collection parent edge.
collection:肌肤之花,product:HAIRMIST::肌肤之花发香喷雾,HAS_PRODUCT,CollectionOrScent,Product,replace_and_reverse,product:HAIRMIST,scent:signature:6acc04e82ce4,HAS_SCENT,Approved ProductConcept -> ScentIdentity fact replaces legacy collection parent edge.
collection:肌肤之花,product:HANDCRE4::肌肤之花护手霜,HAS_PRODUCT,CollectionOrScent,Product,replace_and_reverse,product:HANDCRE4,scent:signature:6acc04e82ce4,HAS_SCENT,Approved ProductConcept -> ScentIdentity fact replaces legacy collection parent edge.
collection:肌肤之花,product:SOLIDPERFUME1::肌肤之花香膏,HAS_PRODUCT,CollectionOrScent,Product,replace_and_reverse,product:SOLIDPERFUME1,scent:signature:6acc04e82ce4,HAS_SCENT,Approved ProductConcept -> ScentIdentity fact replaces legacy collection parent edge.
collection:肌肤之花,product:SOLIDPERFUME8::肌肤之花香膏补充装,HAS_PRODUCT,CollectionOrScent,Product,replace_and_reverse,product:SOLIDPERFUME8,scent:signature:6acc04e82ce4,HAS_SCENT,Approved ProductConcept -> ScentIdentity fact replaces legacy collection parent edge.
collection:肌肤之花,product:concept::身体护理::润肤乳::肌肤之花润肤乳,HAS_PRODUCT,CollectionOrScent,Product,replace_and_reverse,product:BODYSOA1,scent:signature:6acc04e82ce4,HAS_SCENT,Approved ProductConcept -> ScentIdentity fact replaces legacy collection parent edge.
collection:谭道,product:EDPTAMDAOP75C::谭道淡香精,HAS_PRODUCT,CollectionOrScent,Product,replace_and_reverse,product:EDPTAMDAOP75C,scent:signature:c3f8d418bee3,HAS_SCENT,Approved ProductConcept -> ScentIdentity fact replaces legacy collection parent edge.
collection:谭道,product:EDTTAMDAO::谭道淡香水,HAS_PRODUCT,CollectionOrScent,Product,replace_and_reverse,product:EDTTAMDAO,scent:signature:c3f8d418bee3,HAS_SCENT,Approved ProductConcept -> ScentIdentity fact replaces legacy collection parent edge.
note:丁香,product:EDTEAU100V1::永恒之水淡香水,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:乳香,product:EDPLUNAMAR100::潮汐月影淡香精,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:仙客来,product:EDTLIERRE::利埃尔淡香水,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:佛手柑,product:EDPCAPITAP75C::巴黎之水淡香精,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:佛手柑,product:EDPNABATIP75C::天堂花园之水淡香精,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:佛手柑,product:EDTNERO100V1::橙花香调淡香水,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:佛手柑,product:HAIRMIST1::巴黎之水发香喷雾,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:佛手柑,product:HANDCRE3::巴黎之水护手霜,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:依兰,product:EDTMOHE100V1::依兰香调淡香水,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:依兰香精,product:CANDLEPCA003::梦幻雨林,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:依兰香精,product:CANDLEPCA003::梦幻雨林香氛蜡烛补充装,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:千叶玫瑰,product:BODYGEL5::玫瑰香氛洁肤露,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:千叶玫瑰,product:BODYLOTIONS::玫瑰香调润肤乳,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:千叶玫瑰,product:EDPROSEROC100::沙漠玫瑰淡香精,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:千叶玫瑰,product:EDTROSE::玫瑰香调淡香水,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:千叶玫瑰,product:HAIRMIST3::玫瑰香调发香喷雾,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:千叶玫瑰,product:HANDCRE1::玫瑰香调护手霜,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:千叶玫瑰,product:HOMEREEDREFILL200H::玫瑰香调香氛皂,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:千叶玫瑰,product:HOMERSP4::玫瑰香调固体香膏,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:千叶玫瑰,product:SOLIDPERFUME5::玫瑰香调香膏补充装,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:含羞草,product:BODYGEL4::纸上洁肤露,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:含羞草,product:EDTPAPIER::纸上淡香水,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:含羞草,product:HAIRMIST6::纸上发香喷雾,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:土耳其玫瑰,product:EDPVETYP75C::维堤里欧淡香精,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:土耳其玫瑰,product:EDTVETY::维堤里欧淡香水,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:大马士革及千叶玫瑰,product:EDPROSEP75C::玫瑰香调淡香精,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:大马士革玫瑰,product:BODYGEL5::玫瑰香氛洁肤露,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:大马士革玫瑰,product:BODYLOTIONS::玫瑰香调润肤乳,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:大马士革玫瑰,product:EDPOMBREP75C::影中之水淡香精,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:大马士革玫瑰,product:EDTOMBRE::影中之水淡香水,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:大马士革玫瑰,product:EDTROSE::玫瑰香调淡香水,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:大马士革玫瑰,product:HAIRMIST3::玫瑰香调发香喷雾,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:大马士革玫瑰,product:HANDCRE1::玫瑰香调护手霜,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:大马士革玫瑰,product:HOMEREEDREFILL200H::玫瑰香调香氛皂,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:大马士革玫瑰,product:HOMERSP4::玫瑰香调固体香膏,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:大马士革玫瑰,product:SOLIDPERFUME5::玫瑰香调香膏补充装,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:天竺葵,product:BODYSUM26MILK200::柠檬草与天竺葵香调晒后身体凝乳（限量版）,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:天竺葵,product:BODYSUM26SGEL200::柠檬草与天竺葵香调洁肤露（限量版）,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:天竺葵,product:EDPMINTP75C::曼特淡香精,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:天竺葵,product:EDTEAU100V1::永恒之水淡香水,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:天竺葵,product:EDTGERA100V1::天竺葵香调淡香水,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:姜,product:EDTMOHE100V1::依兰香调淡香水,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:安息香,product:EDPBOHEMEP75C::波西米亚安息香淡香精,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:小茴香,product:EDTAUTRE100V1::别样淡香水,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:小豆蔻,product:EDPLILYPHEA100::睡莲悠悠淡香精,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:小豆蔻,product:EDTGERA100V1::天竺葵香调淡香水,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:岩玫瑰,product:EDTTROIS100V1::三重水淡香水,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:岩蔷薇,product:EDPBOHEMEP75C::波西米亚安息香淡香精,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:岩蔷薇,product:EDPLUNAMAR100::潮汐月影淡香精,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:广藿香,product:EDPBOHEMEP75C::波西米亚安息香淡香精,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:广藿香,product:EDPCAPITAP75C::巴黎之水淡香精,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:广藿香,product:EDPMINTP75C::曼特淡香精,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:广藿香,product:EDPROSEROC100::沙漠玫瑰淡香精,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:广藿香,product:EDPTEMPOP75C::旋律淡香精,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:广藿香,product:EDTSENS::感官之水淡香水,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:广藿香,product:HAIRMIST1::巴黎之水发香喷雾,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:广藿香,product:HAIRMIST2::感官之水发香喷雾,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:广藿香,product:HANDCRE3::巴黎之水护手霜,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:广藿香,product:HOMEHGFOCARB2H::感官之水香氛皂,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:康乃馨,product:EDTOFRESIA100V1::小苍兰香调淡香水,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:当归根,product:EDTSENS::感官之水淡香水,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:当归根,product:HAIRMIST2::感官之水发香喷雾,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:当归根,product:HOMEHGFOCARB2H::感官之水香氛皂,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:愈创木,product:EDTOFRESIA100V1::小苍兰香调淡香水,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:抹茶香精,product:CANDLEPCA001::青苔禅寺,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:抹茶香精,product:CANDLEPCA001::青苔禅寺香氛蜡烛补充装,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:无花果叶,product:BODYGEL1::希腊无花果香调洁肤露,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:无花果叶,product:CAPSULES9::希腊无花果香调润肤乳,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:无花果叶,product:EDPPHILOP75C::希腊无花果香调淡香精,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:无花果叶,product:HAIRMIST7::希腊无花果香调发香喷雾,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:无花果木,product:BODYGEL1::希腊无花果香调洁肤露,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:无花果木,product:CAPSULES9::希腊无花果香调润肤乳,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:无花果木,product:EDPPHILOP75C::希腊无花果香调淡香精,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:无花果木,product:HAIRMIST7::希腊无花果香调发香喷雾,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:无花果树汁,product:BODYGEL1::希腊无花果香调洁肤露,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:无花果树汁,product:CAPSULES9::希腊无花果香调润肤乳,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:无花果树汁,product:EDPPHILOP75C::希腊无花果香调淡香精,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:无花果汁,product:HAIRMIST7::希腊无花果香调发香喷雾,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:晚香玉,product:BODYLOTIONS1::杜桑香氛润肤乳,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:晚香玉,product:BODYOIL::杜桑柔肤沐浴油,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:晚香玉,product:EDPDOSONP75C::杜桑淡香精,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:晚香玉,product:EDTDOSON::杜桑淡香水,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:晚香玉,product:HAIRMIST4::杜桑发香喷雾,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:晚香玉,product:HANDCRE2::杜桑护手霜,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:晚香玉,product:HOMEHGFOCARB2P::杜桑香氛皂,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:晚香玉,product:HOMERSP5::杜桑固体香膏,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:晚香玉,product:SOLIDPERFUME6::杜桑香膏补充装,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:杜松子,product:BODYGEL2::奥费恩洁肤露,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:杜松子,product:BODYORPHBLOTION::奥费恩香调润肤乳,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:杜松子,product:DIPXM25LARGEEDPOR::典藏版奥费恩淡香精,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:杜松子,product:EDTORPHEDT100::奥费恩淡香水,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:杜松子,product:EDTSENS::感官之水淡香水,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:杜松子,product:HAIRMIST2::感官之水发香喷雾,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:杜松子,product:HAIRORPHHMIST::奥费恩发香喷雾,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:杜松子,product:HANDORPHHCREAM::奥费恩香氛护手霜,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
note:杜松子,product:HOMEHGFOCARB2H::感官之水香氛皂,HAS_PRODUCT,NoteIngredient,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
